latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.17464,179.0,-25200,America/Los_Angeles,GMT-7

time,temperature_2m_mean (°C),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
2014-03-31,6.6,40279.85,0.00,0.00,0.00,15.0
2014-04-01,7.1,44921.74,0.00,0.00,0.00,9.0
2014-04-02,7.1,42348.18,0.00,0.00,0.00,14.1
2014-04-03,7.3,8359.49,3.20,3.20,0.00,21.4
2014-04-04,7.2,43200.00,0.00,0.00,0.00,19.1
2014-04-05,7.1,5085.89,8.00,8.00,0.00,20.9
2014-04-06,8.3,19542.23,3.10,3.10,0.00,11.6
2014-04-07,12.7,45373.38,0.00,0.00,0.00,13.1
2014-04-08,9.7,16161.05,8.50,8.50,0.00,17.6
2014-04-09,6.6,44665.60,1.10,1.10,0.00,11.3
2014-04-10,7.4,46251.93,0.00,0.00,0.00,11.3
2014-04-11,7.8,46279.57,0.00,0.00,0.00,11.2
2014-04-12,8.1,46307.71,0.00,0.00,0.00,17.6
2014-04-13,9.3,47726.93,0.00,0.00,0.00,13.8
2014-04-14,9.5,46900.21,0.00,0.00,0.00,12.6
2014-04-15,8.0,43090.62,6.30,6.30,0.00,14.1
2014-04-16,7.7,0.00,13.70,13.70,0.00,22.3
2014-04-17,8.1,898.14,20.80,20.80,0.00,22.1
2014-04-18,7.1,47257.02,2.40,2.40,0.00,12.4
2014-04-19,6.5,31221.73,5.70,5.70,0.00,24.5
2014-04-20,8.7,41610.57,0.00,0.00,0.00,18.7
2014-04-21,9.6,33765.85,1.40,1.40,0.00,13.2
2014-04-22,7.2,38423.15,15.10,15.10,0.00,18.0
2014-04-23,6.8,34343.23,6.30,6.30,0.00,20.5
2014-04-24,8.8,42694.89,10.80,10.80,0.00,27.9
2014-04-25,7.7,47446.55,0.30,0.30,0.00,12.3
2014-04-26,7.0,48006.45,3.30,3.30,0.00,18.1
2014-04-27,6.5,45206.86,6.60,6.60,0.00,22.1
2014-04-28,8.1,47746.85,1.10,1.10,0.00,10.6
2014-04-29,12.5,47663.13,0.00,0.00,0.00,9.0
2014-04-30,14.8,50400.00,0.00,0.00,0.00,16.1
2014-05-01,16.5,50400.00,0.00,0.00,0.00,8.6
2014-05-02,14.9,46140.06,2.00,2.00,0.00,17.2
2014-05-03,10.4,40392.29,13.50,13.50,0.00,18.2
2014-05-04,9.4,20094.42,17.10,17.10,0.00,25.2
2014-05-05,9.8,35974.95,8.20,8.20,0.00,16.1
2014-05-06,9.9,48739.26,0.50,0.50,0.00,7.9
2014-05-07,10.8,50434.32,0.00,0.00,0.00,10.1
2014-05-08,9.5,2130.36,17.00,17.00,0.00,20.1
2014-05-09,8.7,24823.52,6.20,6.20,0.00,20.8
2014-05-10,9.5,48079.01,0.10,0.10,0.00,10.4
2014-05-11,10.9,50662.29,0.00,0.00,0.00,7.9
2014-05-12,14.2,51005.10,0.00,0.00,0.00,12.4
2014-05-13,15.3,49904.25,0.00,0.00,0.00,13.7
2014-05-14,16.5,50555.73,0.00,0.00,0.00,14.5
2014-05-15,17.6,43452.49,0.00,0.00,0.00,17.1
2014-05-16,14.2,18294.56,0.10,0.10,0.00,19.1
2014-05-17,12.5,33126.19,0.70,0.70,0.00,8.3
2014-05-18,12.4,46681.75,2.30,2.30,0.00,12.4
2014-05-19,13.1,44386.41,0.40,0.40,0.00,12.8
2014-05-20,13.2,51809.07,0.00,0.00,0.00,10.9
2014-05-21,13.2,45418.57,0.00,0.00,0.00,9.5
2014-05-22,15.2,44166.68,0.00,0.00,0.00,13.8
2014-05-23,14.4,28537.34,5.70,5.70,0.00,18.6
2014-05-24,12.2,35056.34,3.80,3.80,0.00,7.9
2014-05-25,11.5,5848.02,2.60,2.60,0.00,9.5
2014-05-26,12.3,46173.61,3.90,3.90,0.00,14.4
2014-05-27,11.7,51560.07,0.00,0.00,0.00,10.4
2014-05-28,11.2,51399.25,5.10,5.10,0.00,9.2
2014-05-29,11.8,35496.98,0.10,0.10,0.00,12.8
2014-05-30,12.6,54700.88,0.00,0.00,0.00,17.4
2014-05-31,14.8,55141.76,0.00,0.00,0.00,8.4
2014-06-01,14.1,54863.70,0.00,0.00,0.00,10.2
2014-06-02,15.7,55626.95,0.00,0.00,0.00,9.4
2014-06-03,14.0,36238.08,0.00,0.00,0.00,12.8
2014-06-04,13.7,39835.16,0.00,0.00,0.00,11.6
2014-06-05,14.3,51059.22,0.00,0.00,0.00,10.1
2014-06-06,14.8,56193.95,0.00,0.00,0.00,11.9
2014-06-07,15.0,53330.25,0.00,0.00,0.00,10.8
2014-06-08,15.5,47314.07,0.10,0.10,0.00,14.3
2014-06-09,14.5,53395.93,0.80,0.80,0.00,13.3
2014-06-10,12.8,48498.61,0.00,0.00,0.00,10.1
2014-06-11,14.6,49684.04,0.00,0.00,0.00,12.2
2014-06-12,14.1,47887.54,1.70,1.70,0.00,13.4
2014-06-13,11.4,16746.66,11.20,11.20,0.00,15.5
2014-06-14,11.6,7519.93,0.70,0.70,0.00,16.0
2014-06-15,11.5,40218.32,21.30,21.30,0.00,11.2
2014-06-16,10.9,45383.76,3.90,3.90,0.00,9.1
2014-06-17,12.1,40809.14,0.90,0.90,0.00,11.4
2014-06-18,12.6,32259.40,0.00,0.00,0.00,10.7
2014-06-19,15.1,45792.03,0.00,0.00,0.00,17.3
2014-06-20,12.2,38647.00,4.80,4.80,0.00,14.1
2014-06-21,13.1,56387.64,0.00,0.00,0.00,11.9
2014-06-22,14.7,56306.70,0.00,0.00,0.00,11.8
2014-06-23,16.8,42967.43,0.20,0.20,0.00,10.9
2014-06-24,15.6,40397.66,1.20,1.20,0.00,8.4
2014-06-25,16.7,52604.24,0.00,0.00,0.00,12.7
2014-06-26,16.0,46155.77,0.60,0.60,0.00,16.9
2014-06-27,14.8,34087.38,4.90,4.90,0.00,20.5
2014-06-28,14.7,45694.75,4.00,4.00,0.00,17.3
2014-06-29,14.0,43215.65,5.90,5.90,0.00,9.2
2014-06-30,15.8,56077.46,0.00,0.00,0.00,18.5
2014-07-01,20.0,48326.56,0.00,0.00,0.00,14.8
2014-07-02,18.9,54886.66,0.00,0.00,0.00,13.4
2014-07-03,15.2,38361.60,0.20,0.20,0.00,11.9
2014-07-04,15.4,39720.78,0.10,0.10,0.00,14.4
2014-07-05,16.6,44543.15,0.00,0.00,0.00,12.3
2014-07-06,18.9,54538.60,0.00,0.00,0.00,18.3
2014-07-07,19.0,54976.92,0.00,0.00,0.00,12.8
2014-07-08,19.9,54191.16,0.00,0.00,0.00,14.2
2014-07-09,19.2,54214.16,0.00,0.00,0.00,10.6
2014-07-10,19.1,54634.55,0.00,0.00,0.00,12.1
2014-07-11,20.6,54619.72,0.00,0.00,0.00,12.6
2014-07-12,22.1,54202.91,0.00,0.00,0.00,9.6
2014-07-13,22.7,43634.77,0.00,0.00,0.00,12.4
2014-07-14,22.0,54166.79,0.00,0.00,0.00,11.3
2014-07-15,21.9,54146.29,0.00,0.00,0.00,10.5
2014-07-16,22.4,54124.12,0.00,0.00,0.00,9.4
2014-07-17,19.0,53704.25,0.00,0.00,0.00,13.4
2014-07-18,18.4,49793.30,0.00,0.00,0.00,11.9
2014-07-19,18.5,43875.98,3.80,3.80,0.00,21.1
2014-07-20,15.2,38186.58,9.50,9.50,0.00,9.4
2014-07-21,16.4,52290.20,0.20,0.20,0.00,7.2
2014-07-22,15.4,38685.87,1.50,1.50,0.00,9.3
2014-07-23,14.6,8109.59,8.50,8.50,0.00,19.1
2014-07-24,14.2,39184.52,6.30,6.30,0.00,18.5
2014-07-25,15.5,52879.69,0.00,0.00,0.00,8.7
2014-07-26,16.9,53111.57,0.00,0.00,0.00,11.1
2014-07-27,18.3,52878.54,0.00,0.00,0.00,15.3
2014-07-28,20.3,52961.83,0.00,0.00,0.00,13.0
2014-07-29,20.7,52883.86,0.00,0.00,0.00,12.0
2014-07-30,20.5,52211.85,0.00,0.00,0.00,13.5
2014-07-31,20.8,52620.36,0.00,0.00,0.00,14.0
2014-08-01,21.2,50558.12,0.00,0.00,0.00,11.5
2014-08-02,21.7,52312.83,0.00,0.00,0.00,9.5
2014-08-03,22.1,51975.48,0.00,0.00,0.00,14.0
2014-08-04,22.2,51640.91,0.00,0.00,0.00,11.7
2014-08-05,19.5,51309.06,0.00,0.00,0.00,10.1
2014-08-06,18.3,49305.80,0.00,0.00,0.00,9.7
2014-08-07,18.7,50400.00,0.00,0.00,0.00,12.2
2014-08-08,17.5,48400.39,0.00,0.00,0.00,12.2
2014-08-09,18.1,50272.50,0.00,0.00,0.00,15.7
2014-08-10,20.1,50580.89,0.00,0.00,0.00,17.9
2014-08-11,23.6,50116.82,0.00,0.00,0.00,13.0
2014-08-12,22.5,32561.03,0.90,0.90,0.00,18.9
2014-08-13,18.1,31876.46,6.60,6.60,0.00,16.9
2014-08-14,17.0,6635.00,4.40,4.40,0.00,5.2
2014-08-15,17.5,48475.10,1.10,1.10,0.00,10.0
2014-08-16,18.5,47119.53,0.00,0.00,0.00,11.6
2014-08-17,18.8,49647.52,0.00,0.00,0.00,10.2
2014-08-18,19.9,48120.13,0.00,0.00,0.00,13.7
2014-08-19,20.1,49488.75,3.40,3.40,0.00,10.4
2014-08-20,16.7,43052.15,0.30,0.30,0.00,14.1
2014-08-21,15.8,25569.74,0.00,0.00,0.00,9.3
2014-08-22,16.8,48748.63,0.00,0.00,0.00,12.0
2014-08-23,18.4,48078.23,0.00,0.00,0.00,8.1
2014-08-24,18.2,48063.70,0.00,0.00,0.00,10.5
2014-08-25,19.5,48685.89,0.00,0.00,0.00,10.9
2014-08-26,20.4,48255.77,0.00,0.00,0.00,9.9
2014-08-27,21.0,47826.71,0.00,0.00,0.00,13.0
2014-08-28,18.4,24351.03,0.10,0.10,0.00,10.3
2014-08-29,17.0,23445.11,2.00,2.00,0.00,6.8
2014-08-30,15.6,19285.48,5.20,5.20,0.00,7.4
2014-08-31,14.8,42602.61,10.70,10.70,0.00,8.7
2014-09-01,15.8,44852.01,0.00,0.00,0.00,10.4
2014-09-02,14.4,31249.42,8.50,8.50,0.00,13.8
2014-09-03,14.0,42679.51,1.60,1.60,0.00,9.8
2014-09-04,14.2,45479.06,0.00,0.00,0.00,17.4
2014-09-05,16.8,45380.71,0.00,0.00,0.00,18.1
2014-09-06,18.2,44985.42,0.00,0.00,0.00,11.8
2014-09-07,18.4,44739.64,0.00,0.00,0.00,7.4
2014-09-08,16.4,37048.50,0.60,0.60,0.00,11.5
2014-09-09,14.8,33504.94,2.40,2.40,0.00,10.1
2014-09-10,14.3,43792.61,0.00,0.00,0.00,17.1
2014-09-11,14.1,43511.92,0.00,0.00,0.00,11.6
2014-09-12,14.4,43573.12,0.00,0.00,0.00,18.9
2014-09-13,16.2,43293.45,0.00,0.00,0.00,14.5
2014-09-14,17.0,43200.00,0.00,0.00,0.00,11.4
2014-09-15,18.2,43200.00,0.00,0.00,0.00,9.0
2014-09-16,17.4,36530.31,0.00,0.00,0.00,11.7
2014-09-17,16.6,31828.91,0.20,0.20,0.00,12.6
2014-09-18,15.4,10547.91,5.60,5.60,0.00,11.4
2014-09-19,17.0,34848.58,1.20,1.20,0.00,13.2
2014-09-20,16.3,42267.27,0.00,0.00,0.00,16.6
2014-09-21,18.8,43200.00,0.00,0.00,0.00,12.0
2014-09-22,16.6,31618.06,0.00,0.00,0.00,14.2
2014-09-23,16.1,2021.95,1.80,1.80,0.00,13.7
2014-09-24,15.5,6690.46,16.60,16.60,0.00,20.9
2014-09-25,14.8,23873.32,0.40,0.40,0.00,14.0
2014-09-26,13.8,7627.79,11.90,11.90,0.00,19.4
2014-09-27,13.6,41942.11,0.00,0.00,0.00,15.8
2014-09-28,13.3,42015.99,0.00,0.00,0.00,9.0
2014-09-29,12.6,17261.59,12.40,12.40,0.00,15.2
2014-09-30,11.7,39300.98,4.10,4.10,0.00,11.5
2014-10-01,11.7,39094.38,0.20,0.20,0.00,11.3
2014-10-02,11.9,40960.93,0.00,0.00,0.00,10.3
2014-10-03,13.2,39712.64,0.00,0.00,0.00,7.6
2014-10-04,15.0,36717.19,0.20,0.20,0.00,7.4
2014-10-05,15.7,37860.57,0.00,0.00,0.00,10.6
2014-10-06,15.8,39352.75,0.00,0.00,0.00,11.8
2014-10-07,15.5,34285.54,0.00,0.00,0.00,9.0
2014-10-08,14.8,25636.58,0.10,0.10,0.00,9.3
2014-10-09,13.3,37249.30,0.00,0.00,0.00,9.5
2014-10-10,13.7,36286.95,0.40,0.40,0.00,17.0
2014-10-11,13.3,33034.53,13.50,13.50,0.00,14.9
2014-10-12,12.6,21236.47,0.90,0.90,0.00,11.8
2014-10-13,13.9,29084.30,6.40,6.40,0.00,19.8
2014-10-14,12.2,23334.89,7.00,7.00,0.00,17.9
2014-10-15,10.8,15712.12,10.60,10.60,0.00,25.2
2014-10-16,12.6,29208.73,1.00,1.00,0.00,17.1
2014-10-17,13.1,669.98,4.60,4.60,0.00,18.8
2014-10-18,14.0,32944.27,2.50,2.50,0.00,16.3
2014-10-19,14.8,32400.00,0.00,0.00,0.00,13.2
2014-10-20,13.2,23529.57,9.80,9.80,0.00,18.6
2014-10-21,12.1,31569.48,2.60,2.60,0.00,24.9
2014-10-22,11.1,1274.06,40.60,40.60,0.00,27.7
2014-10-23,10.1,26791.41,8.80,8.80,0.00,24.9
2014-10-24,9.9,13515.23,3.10,3.10,0.00,14.1
2014-10-25,10.3,14824.68,12.30,12.30,0.00,36.2
2014-10-26,8.7,33887.67,8.00,8.00,0.00,20.8
2014-10-27,9.1,22592.39,1.20,1.20,0.00,14.8
2014-10-28,10.1,18833.40,13.10,13.10,0.00,23.0
2014-10-29,11.9,32843.62,3.10,3.10,0.00,24.9
2014-10-30,11.6,0.00,15.90,15.90,0.00,19.0
2014-10-31,9.5,4699.29,11.70,11.70,0.00,15.9
2014-11-01,7.0,34786.21,0.00,0.00,0.00,12.6
2014-11-02,8.6,12004.60,3.80,3.80,0.00,17.0
2014-11-03,10.2,0.00,16.90,16.90,0.00,25.3
2014-11-04,10.3,14337.72,19.70,19.70,0.00,25.1
2014-11-05,10.3,324.48,1.60,1.60,0.00,14.7
2014-11-06,11.1,22123.52,6.50,6.50,0.00,35.1
2014-11-07,8.5,33904.40,1.10,1.10,0.00,9.7
2014-11-08,6.7,31852.99,0.00,0.00,0.00,7.1
2014-11-09,8.0,24384.65,11.40,11.40,0.00,21.0
2014-11-10,6.5,32210.64,0.00,0.00,0.00,14.5
2014-11-11,2.8,33349.04,0.00,0.00,0.00,18.8
2014-11-12,0.5,32915.28,0.00,0.00,0.00,13.3
2014-11-13,0.4,32478.42,0.00,0.00,0.00,13.0
2014-11-14,-0.6,32430.16,0.00,0.00,0.00,12.4
2014-11-15,-0.3,31988.43,0.00,0.00,0.00,12.3
2014-11-16,0.4,31543.84,0.00,0.00,0.00,9.1
2014-11-17,1.3,31096.24,0.00,0.00,0.00,10.5
2014-11-18,1.5,25820.06,0.00,0.00,0.00,10.0
2014-11-19,3.8,16854.45,0.00,0.00,0.00,16.1
2014-11-20,6.6,14400.00,3.30,3.30,0.00,18.1
2014-11-21,7.0,0.00,21.70,21.70,0.00,26.0
2014-11-22,5.4,14400.00,10.50,10.50,0.00,13.0
2014-11-23,6.0,21071.75,13.40,13.40,0.00,27.6
2014-11-24,6.0,8013.84,8.50,8.50,0.00,23.8
2014-11-25,9.1,0.00,25.50,25.50,0.00,23.6
2014-11-26,11.5,7391.79,2.30,2.30,0.00,23.7
2014-11-27,10.9,18128.43,7.50,7.50,0.00,31.7
2014-11-28,6.2,0.00,41.10,40.10,0.70,32.2
2014-11-29,-1.5,28800.00,9.50,4.30,3.64,24.1
2014-11-30,-4.6,29048.93,0.00,0.00,0.00,11.6
2014-12-01,-3.6,28800.00,0.00,0.00,0.00,11.3
2014-12-02,-2.3,28800.00,0.00,0.00,0.00,17.5
2014-12-03,-0.5,28800.00,0.00,0.00,0.00,11.3
2014-12-04,3.3,2020.81,4.80,4.80,0.00,12.6
2014-12-05,5.7,0.00,2.40,2.40,0.00,13.7
2014-12-06,6.6,4655.38,8.80,8.80,0.00,20.7
2014-12-07,6.6,13878.67,0.00,0.00,0.00,15.6
2014-12-08,8.6,14656.47,1.60,1.60,0.00,21.6
2014-12-09,9.6,11750.58,13.00,13.00,0.00,31.0
2014-12-10,9.6,0.00,27.20,27.20,0.00,31.4
2014-12-11,7.4,689.70,8.00,8.00,0.00,36.9
2014-12-12,7.1,18313.74,1.90,1.90,0.00,36.1
2014-12-13,3.4,28800.00,2.00,2.00,0.00,8.3
2014-12-14,2.5,28800.00,0.00,0.00,0.00,9.2
2014-12-15,3.8,23480.66,0.00,0.00,0.00,12.6
2014-12-16,5.0,1400.20,0.50,0.50,0.00,12.8
2014-12-17,5.0,12900.99,2.50,2.50,0.00,12.1
2014-12-18,5.8,6518.45,9.80,9.80,0.00,25.1
2014-12-19,6.1,25200.00,5.40,5.40,0.00,20.2
2014-12-20,6.1,0.00,29.00,29.00,0.00,31.3
2014-12-21,8.2,18344.66,2.50,2.50,0.00,22.2
2014-12-22,5.2,28755.46,1.30,1.30,0.00,8.7
2014-12-23,6.5,0.00,26.20,26.20,0.00,21.4
2014-12-24,2.9,21583.54,14.40,14.00,0.28,10.1
2014-12-25,2.7,28681.51,1.00,1.00,0.00,8.1
2014-12-26,2.7,17635.18,0.00,0.00,0.00,10.2
2014-12-27,4.2,6347.55,11.50,11.50,0.00,17.7
2014-12-28,2.7,18245.24,3.30,3.30,0.00,8.1
2014-12-29,0.5,28626.30,0.20,0.10,0.07,14.1
2014-12-30,-2.8,28875.56,0.00,0.00,0.00,7.6
2014-12-31,-2.2,28846.51,0.00,0.00,0.00,7.2
2015-01-01,-1.8,28818.70,0.00,0.00,0.00,9.2
2015-01-02,0.4,7676.31,2.40,2.30,0.07,15.8
2015-01-03,1.8,11546.60,0.70,0.70,0.00,9.7
2015-01-04,3.6,0.00,31.20,31.20,0.00,32.9
2015-01-05,9.3,0.00,42.00,42.00,0.00,32.7
2015-01-06,7.0,7597.30,0.00,0.00,0.00,15.7
2015-01-07,4.4,26037.84,0.00,0.00,0.00,10.0
2015-01-08,3.5,29082.14,0.00,0.00,0.00,9.2
2015-01-09,3.9,14692.46,0.00,0.00,0.00,10.7
2015-01-10,4.8,883.06,0.60,0.60,0.00,7.2
2015-01-11,5.7,12625.89,0.30,0.30,0.00,5.8
2015-01-12,5.0,29846.20,0.00,0.00,0.00,7.4
2015-01-13,3.4,30216.40,0.00,0.00,0.00,9.2
2015-01-14,3.0,31033.23,0.00,0.00,0.00,15.9
2015-01-15,3.2,7468.61,8.20,8.20,0.00,27.2
2015-01-16,5.8,30486.48,2.10,2.10,0.00,20.2
2015-01-17,3.6,0.00,23.70,23.70,0.00,22.9
2015-01-18,7.7,18516.87,16.90,16.90,0.00,39.2
2015-01-19,5.3,31059.35,4.40,4.40,0.00,14.8
2015-01-20,3.2,31101.88,0.00,0.00,0.00,13.4
2015-01-21,2.6,21200.16,0.00,0.00,0.00,10.0
2015-01-22,5.9,7139.94,1.20,1.20,0.00,12.3
2015-01-23,8.3,0.00,9.80,9.80,0.00,26.6
2015-01-24,10.3,6418.14,10.30,10.30,0.00,20.9
2015-01-25,9.7,31987.08,0.00,0.00,0.00,13.7
2015-01-26,8.7,32080.31,0.00,0.00,0.00,13.5
2015-01-27,7.5,3573.86,2.30,2.30,0.00,13.7
2015-01-28,5.8,29276.93,0.90,0.90,0.00,5.4
2015-01-29,4.3,32364.27,0.00,0.00,0.00,10.6
2015-01-30,4.2,32400.00,0.00,0.00,0.00,7.7
2015-01-31,4.1,25200.00,0.00,0.00,0.00,9.3
2015-02-01,5.5,2056.92,1.70,1.70,0.00,18.4
2015-02-02,5.5,3599.02,6.80,6.80,0.00,22.7
2015-02-03,6.0,128.00,4.40,4.40,0.00,12.3
2015-02-04,5.3,0.00,0.90,0.90,0.00,14.5
2015-02-05,8.1,1429.63,25.20,25.20,0.00,23.8
2015-02-06,9.6,3423.10,22.60,22.60,0.00,30.0
2015-02-07,8.3,2958.41,18.00,18.00,0.00,27.7
2015-02-08,9.0,18598.55,3.90,3.90,0.00,19.2
2015-02-09,7.6,2205.78,5.20,5.20,0.00,11.4
2015-02-10,8.0,3890.84,10.90,10.90,0.00,17.6
2015-02-11,7.0,16329.17,0.00,0.00,0.00,11.8
2015-02-12,9.5,20615.20,0.00,0.00,0.00,10.3
2015-02-13,9.3,28667.32,0.20,0.20,0.00,7.6
2015-02-14,7.6,33996.05,1.10,1.10,0.00,11.3
2015-02-15,5.6,35836.24,0.00,0.00,0.00,16.4
2015-02-16,6.0,35886.54,0.00,0.00,0.00,15.3
2015-02-17,6.0,36299.22,0.00,0.00,0.00,11.1
2015-02-18,6.7,27962.90,0.00,0.00,0.00,18.0
2015-02-19,7.0,572.17,4.90,4.90,0.00,7.1
2015-02-20,6.7,22204.31,1.30,1.30,0.00,9.0
2015-02-21,6.0,36996.68,0.00,0.00,0.00,16.9
2015-02-22,4.4,37813.90,0.00,0.00,0.00,12.3
2015-02-23,4.4,38017.11,0.00,0.00,0.00,8.7
2015-02-24,5.4,36334.08,0.00,0.00,0.00,7.9
2015-02-25,5.9,945.97,3.00,3.00,0.00,7.6
2015-02-26,6.7,15699.72,1.70,1.70,0.00,9.2
2015-02-27,5.9,1494.43,11.50,11.50,0.00,16.3
2015-02-28,5.0,38807.56,0.00,0.00,0.00,15.6
2015-03-01,4.7,28800.00,0.00,0.00,0.00,14.0
2015-03-02,5.1,38988.55,0.00,0.00,0.00,19.2
2015-03-03,3.3,39078.84,0.00,0.00,0.00,11.8
2015-03-04,3.2,39168.96,0.00,0.00,0.00,7.2
2015-03-05,5.5,39253.26,0.00,0.00,0.00,5.8
2015-03-06,6.5,38155.87,0.00,0.00,0.00,8.4
2015-03-07,7.2,39438.21,0.00,0.00,0.00,14.5
2015-03-08,7.6,39643.13,0.00,0.00,0.00,8.8
2015-03-09,7.8,39654.81,0.00,0.00,0.00,7.6
2015-03-10,8.1,30562.15,0.00,0.00,0.00,20.5
2015-03-11,9.9,9093.07,5.20,5.20,0.00,20.9
2015-03-12,11.0,34135.00,0.20,0.20,0.00,20.5
2015-03-13,11.2,29195.92,0.00,0.00,0.00,15.1
2015-03-14,9.9,2014.50,25.90,25.90,0.00,30.9
2015-03-15,6.7,314.23,42.00,42.00,0.00,17.3
2015-03-16,7.0,36491.02,4.60,4.60,0.00,12.8
2015-03-17,7.5,31523.00,0.60,0.60,0.00,11.9
2015-03-18,8.3,38519.28,0.10,0.10,0.00,9.7
2015-03-19,9.0,7605.13,1.80,1.80,0.00,16.6
2015-03-20,10.0,148.58,2.70,2.70,0.00,19.1
2015-03-21,8.5,41714.25,5.30,5.30,0.00,27.2
2015-03-22,6.6,13093.84,3.00,3.00,0.00,14.4
2015-03-23,5.6,15193.33,5.20,5.20,0.00,19.6
2015-03-24,6.7,38804.23,6.30,6.30,0.00,13.4
2015-03-25,8.2,0.00,20.90,20.90,0.00,23.8
2015-03-26,12.6,42307.89,0.50,0.50,0.00,16.9
2015-03-27,11.6,40747.70,1.40,1.40,0.00,23.0
2015-03-28,9.6,33997.14,2.10,2.10,0.00,24.4
2015-03-29,10.2,13284.83,0.10,0.10,0.00,20.4
2015-03-30,11.6,43200.00,0.00,0.00,0.00,19.8
2015-03-31,7.3,43605.27,16.00,16.00,0.00,20.5
2015-04-01,5.6,43222.16,8.30,8.30,0.00,10.5
2015-04-02,6.1,43522.74,0.50,0.50,0.00,8.1
2015-04-03,5.8,33680.57,4.80,4.80,0.00,18.0
2015-04-04,5.4,44469.07,0.00,0.00,0.00,11.2
2015-04-05,6.5,45115.74,0.00,0.00,0.00,13.0
2015-04-06,6.8,30666.65,0.40,0.40,0.00,14.4
2015-04-07,7.3,20149.23,0.30,0.30,0.00,10.0
2015-04-08,8.6,45845.43,0.00,0.00,0.00,14.2
2015-04-09,8.5,46217.89,0.00,0.00,0.00,8.1
2015-04-10,7.9,15975.53,5.50,5.50,0.00,23.4
2015-04-11,6.4,46274.62,11.10,11.10,0.00,18.1
2015-04-12,6.8,43165.32,0.80,0.80,0.00,12.3
2015-04-13,5.9,0.00,12.40,12.20,0.14,20.5
2015-04-14,5.1,45364.61,6.00,6.00,0.00,10.8
2015-04-15,6.1,47436.82,0.00,0.00,0.00,8.7
2015-04-16,8.2,48516.27,0.00,0.00,0.00,15.5
2015-04-17,10.2,48550.21,0.00,0.00,0.00,19.0
2015-04-18,10.2,49058.45,0.00,0.00,0.00,15.8
2015-04-19,11.0,49254.20,0.00,0.00,0.00,16.6
2015-04-20,13.0,49441.61,0.00,0.00,0.00,12.7
2015-04-21,10.0,27381.04,3.20,3.20,0.00,13.9
2015-04-22,7.3,48392.64,1.30,1.30,0.00,11.3
2015-04-23,6.9,25021.48,2.40,2.40,0.00,21.6
2015-04-24,7.1,47009.97,4.20,4.20,0.00,21.2
2015-04-25,7.1,49835.92,5.40,5.40,0.00,8.9
2015-04-26,8.0,39984.62,0.10,0.10,0.00,14.8
2015-04-27,13.9,39421.25,3.30,3.30,0.00,13.3
2015-04-28,10.5,4912.36,5.80,5.80,0.00,19.9
2015-04-29,9.2,50382.03,4.60,4.60,0.00,9.9
2015-04-30,10.2,44910.38,0.00,0.00,0.00,10.9
2015-05-01,10.7,49530.86,0.00,0.00,0.00,13.6
2015-05-02,10.3,50400.00,0.00,0.00,0.00,13.9
2015-05-03,10.8,50400.00,0.00,0.00,0.00,12.4
2015-05-04,10.5,50400.00,0.00,0.00,0.00,22.4
2015-05-05,8.4,46572.33,9.70,9.70,0.00,19.5
2015-05-06,8.2,50480.41,0.00,0.00,0.00,14.5
2015-05-07,10.5,50442.14,0.00,0.00,0.00,15.1
2015-05-08,12.5,50778.29,0.00,0.00,0.00,14.8
2015-05-09,14.6,50400.00,0.00,0.00,0.00,9.4
2015-05-10,14.0,33487.18,0.00,0.00,0.00,6.2
2015-05-11,10.6,1678.22,1.10,1.10,0.00,8.1
2015-05-12,10.9,18889.16,2.50,2.50,0.00,13.8
2015-05-13,9.5,0.00,9.00,9.00,0.00,15.1
2015-05-14,11.3,39889.99,0.50,0.50,0.00,8.1
2015-05-15,12.0,48770.64,0.20,0.20,0.00,9.0
2015-05-16,11.4,15840.93,1.00,1.00,0.00,8.7
2015-05-17,13.2,35988.53,0.10,0.10,0.00,8.7
2015-05-18,15.4,51197.39,0.00,0.00,0.00,13.1
2015-05-19,15.1,49849.77,0.00,0.00,0.00,5.7
2015-05-20,15.7,49845.92,0.00,0.00,0.00,12.2
2015-05-21,16.6,39360.28,0.10,0.10,0.00,7.1
2015-05-22,14.5,31245.13,0.50,0.50,0.00,13.4
2015-05-23,12.3,3289.24,1.00,1.00,0.00,11.4
2015-05-24,12.8,6525.20,0.00,0.00,0.00,6.3
2015-05-25,12.3,12491.19,0.30,0.30,0.00,11.3
2015-05-26,13.7,35570.60,0.30,0.30,0.00,5.4
2015-05-27,15.3,53660.32,0.00,0.00,0.00,7.6
2015-05-28,17.8,52201.61,0.00,0.00,0.00,10.8
2015-05-29,18.8,53379.08,0.00,0.00,0.00,8.9
2015-05-30,16.3,54299.39,0.00,0.00,0.00,9.4
2015-05-31,16.5,52121.00,0.10,0.10,0.00,15.3
2015-06-01,14.7,39021.02,1.10,1.10,0.00,15.2
2015-06-02,12.4,4951.78,3.10,3.10,0.00,15.9
2015-06-03,12.2,13256.65,3.10,3.10,0.00,8.3
2015-06-04,13.9,54900.59,0.00,0.00,0.00,13.9
2015-06-05,16.4,55742.80,0.00,0.00,0.00,16.2
2015-06-06,18.5,56183.47,0.00,0.00,0.00,13.2
